,0,1,2,3,4,5,6,7,8,9
4400,0.153244,0.1277008,0.1007385,0.07492065,0.04989624,0.2598114,0.2337646,0.2052917,0.1790314,0.1543121
4420,0.1307526,0.1026611,0.07528687,0.04962158,0.2594757,0.2339172,0.2057037,0.1805878,0.1558533,0.1284332
4440,0.1038361,0.07695007,0.05024719,0.2610016,0.2342529,0.2098694,0.199234,0.1604309,0.1315308,0.1060181
4460,0.0774231,0.0514679,0.2622681,0.2393646,0.2122192,0.1843262,0.1616821,0.1316071,0.1052856,0.07696533
4480,0.05183411,0.2677917,0.2387848,0.2117157,0.186142,0.1585693,0.1335144,0.1058197,0.07888794,0.05123901
4500,0.2701416,0.2399902,0.2141876,0.1871643,0.1618805,0.134964,0.1071167,0.07809448,0.05117798,0.2685242
4520,0.2427216,0.2171478,0.1893311,0.162735,0.1360168,0.107666,0.07841492,0.05244446,0.2710419,0.2461853
4540,0.2200623,0.1911774,0.1625824,0.1357574,0.1105042,0.07901001,0.05253601,0.2740326,0.2444611,0.2186127
4560,0.1930847,0.1656342,0.1372986,0.1092682,0.08148193,0.054245,0.2761078,0.2480164,0.2207184,0.1927185
4580,0.168869,0.1385345,0.1130524,0.08183289,0.05435181,0.2761078,0.2487335,0.2237854,0.1940308,0.1675568
4600,0.1407471,0.1109772,0.08125305,0.05342102,0.2810211,0.2509766,0.2249298,0.1972809,0.1685944,0.1398773
4620,0.111557,0.08216858,0.05435181,0.2834473,0.2534485,0.2269135,0.1970215,0.1693878,0.140564,0.1118317
4640,0.08378601,0.05487061,0.2844696,0.2556,0.2286682,0.1999664,0.1701202,0.1431885,0.1128845,0.08430481
4660,0.05519104,0.2893982,0.2581787,0.2306519,0.2028351,0.1761322,0.144165,0.1154175,0.08384705,0.0565033
4680,0.2904205,0.2628479,0.2323456,0.2017517,0.1735992,0.1455231,0.1154175,0.0852356,0.05612183,0.291626
4700,0.2616882,0.2351074,0.2053528,0.1775208,0.1456604,0.116684,0.08703613,0.05688477,0.2925568,0.2653046
4720,0.2366791,0.2055054,0.174942,0.1471405,0.1157379,0.08987427,0.05619812,0.2983551,0.2662354,0.2362366
4740,0.20784,0.1771698,0.1492004,0.1183167,0.08686829,0.05712891,0.2997131,0.2693329,0.2393799,0.2078094
4760,0.1812286,0.1551666,0.1288757,0.09083557,0.05796814,0.2986908,0.2693481,0.2400208,0.2097321,0.1785431
4780,0.1508179,0.1217041,0.08810425,0.05853271,0.3023071,0.2757721,0.2405853,0.2109222,0.1811981,0.1510925
4800,0.1217957,0.08979797,0.05802917,0.3064728,0.2750397,0.2451477,0.217041,0.1829071,0.1507721,0.1212158
4820,0.09184265,0.05963135,0.3085632,0.2785492,0.2452545,0.2128906,0.184021,0.1527252,0.1217651,0.09008789
4840,0.06048584,0.3115387,0.2806702,0.246048,0.2159729,0.1843109,0.1576843,0.1242981,0.09112549,0.06231689
4860,0.3128967,0.2829742,0.249054,0.2178497,0.1861725,0.1555023,0.1230011,0.09197998,0.05911255,0.3140869
4880,0.2839355,0.2529907,0.219162,0.1875458,0.1604767,0.1240997,0.09120178,0.06028748,0.3138733,0.28508
4900,0.2533264,0.2238922,0.1893921,0.1596222,0.1273041,0.0919342,0.06088257,0.320755,0.2841644,0.2551117
4920,0.2260437,0.190918,0.1586456,0.1270599,0.09451294,0.06106567,0.3196716,0.2876282,0.2554779,0.2230835
4940,0.1929626,0.1623688,0.1294403,0.0945282,0.06248474,0.3228302,0.2946625,0.2567291,0.2245483,0.193985
4960,0.1639557,0.1279449,0.0952301,0.06225586,0.3248291,0.2950897,0.2605896,0.2277374,0.1945953,0.1632538
4980,0.1313477,0.09518433,0.06427002,0.3286896,0.2969971,0.2668762,0.2291565,0.1947937,0.1676331,0.132431
5000,0.0978241,0.06401062,0.3330383,0.300415,0.267807,0.2314148,0.1973267,0.1647339,0.1324768,0.09698486
