,0,1,2,3,4,5,6,7,8,9
940,0.04323196,0.04429626,0.04304123,0.04294491,0.04275417,0.0447073,0.04285812,0.04308033,0.04302406,0.0436697
960,0.04545403,0.04554176,0.0467577,0.04566574,0.04663754,0.04515934,0.04500198,0.04609871,0.04468346,0.04495907
980,0.04828548,0.04667664,0.04666138,0.04709244,0.04754639,0.04679871,0.04677105,0.04678345,0.0471983,0.04779243
1000,0.04841805,0.04920673,0.05084896,0.04976559,0.04882526,0.04869461,0.04877567,0.04923248,0.04865551,0.05013943
1020,0.05038071,0.05041599,0.05148888,0.05170059,0.05129814,0.05065727,0.05277824,0.05090809,0.05095482,0.05058479
1040,0.05245018,0.05241871,0.0528326,0.05264473,0.05268669,0.05391884,0.05273914,0.05504322,0.05296707,0.05409813
1060,0.05444145,0.05549622,0.05480671,0.05463886,0.05426025,0.05474663,0.05506229,0.05427647,0.05533409,0.05455589
1080,0.05656815,0.05696297,0.05662727,0.05708504,0.05747223,0.05783463,0.06022072,0.05704117,0.05635071,0.0565834
1100,0.05891609,0.05962753,0.05883598,0.05938148,0.05948448,0.05857086,0.05908203,0.05966377,0.06035233,0.05878067
1120,0.06206512,0.06078339,0.06188202,0.0618782,0.06081772,0.0610733,0.06113243,0.06159782,0.06591988,0.06642342
1140,0.06735611,0.06375504,0.06324196,0.06354523,0.06294441,0.06292725,0.06303596,0.0631218,0.06423759,0.06287384
1160,0.06561852,0.06534195,0.06622696,0.06534004,0.06578827,0.06699944,0.06501579,0.06868172,0.06520844,0.0658493
1180,0.06755829,0.06993675,0.06892204,0.0689888,0.06862831,0.06751251,0.06754875,0.06830978,0.07098389,0.06959152
1200,0.0712719,0.07130241,0.07098389,0.07003212,0.07014847,0.06996918,0.07010841,0.07014084,0.0699482,0.07003593
1220,0.07489967,0.07319641,0.07387543,0.07365608,0.07333374,0.07204628,0.07285309,0.07211304,0.07309723,0.07385445
1240,0.07894135,0.07541466,0.07478523,0.07441902,0.07591057,0.07612991,0.07704735,0.0742321,0.07544708,0.07564354
1260,0.07701492,0.07854462,0.0773468,0.07771683,0.07695389,0.07782555,0.07653046,0.07727242,0.07777977,0.07676697
1280,0.08050728,0.0803051,0.07991982,0.07931709,0.08022308,0.08061409,0.08120346,0.08099937,0.08057785,0.07924843
1300,0.08243942,0.08155823,0.08254623,0.08293152,0.0831604,0.08458328,0.08181763,0.08148193,0.08189583,0.08181763
1320,0.08434868,0.08560944,0.08473778,0.08469391,0.08558273,0.08462906,0.08551979,0.086689,0.08517838,0.0856781
1340,0.08707047,0.08714676,0.08825684,0.0877285,0.08790779,0.08707428,0.08769989,0.08784485,0.08684158,0.08947372
1360,0.09113121,0.08963776,0.08966064,0.08975601,0.09165573,0.0892067,0.09171677,0.08959961,0.09063721,0.09267044
1380,0.0965023,0.09748268,0.09545326,0.09319687,0.09430504,0.09238625,0.09226418,0.09221649,0.09326744,0.09185219
1400,0.09611511,0.09726715,0.09466934,0.0947113,0.09597206,0.09473419,0.09669495,0.09705925,0.09570313,0.09495735
1420,0.098423,0.09918404,0.09749031,0.0981617,0.09837723,0.09856606,0.0983448,0.09830475,0.0990963,0.09750175
1440,0.1010704,0.1023045,0.1029224,0.1020451,0.1005955,0.100605,0.101078,0.1017761,0.09981918,0.1001434
1460,0.1037483,0.1030731,0.1045418,0.1027718,0.1050682,0.104641,0.1049194,0.1050453,0.1060066,0.102726
1480,0.1070061,0.1058846,0.1062202,0.105442,0.1074028,0.1074257,0.1061134,0.1083565,0.1059723,0.1078072
1500,0.1098175,0.1092491,0.1091347,0.1085815,0.1092033,0.1111641,0.1124916,0.108387,0.1096954,0.1085129
1520,0.1114655,0.112999,0.11203,0.1112595,0.1124344,0.1111984,0.1129951,0.1128044,0.1114197,0.1113739
1540,0.1166458,0.1152077,0.1144333,0.1143494,0.1154442,0.1146812,0.1164665,0.1160736,0.1151848,0.1153755
1560,0.118,0.1181717,0.1171799,0.1181526,0.1184692,0.1195946,0.1177597,0.1176186,0.1181068,0.1182137
1580,0.1227989,0.1221428,0.1210175,0.1205444,0.122261,0.1214561,0.1218796,0.1229286,0.1263199,0.1227226
1600,0.1243477,0.1245613,0.1243935,0.1245537,0.1231422,0.1251068,0.124855,0.1236877,0.1242867,0.1275558
1620,0.1272125,0.1287498,0.1292572,0.1276131,0.1295013,0.1272011,0.1277237,0.1274681,0.1274605,0.1280289
1640,0.1313019,0.1315002,0.1306686,0.13097,0.1297913,0.1295929,0.1309052,0.1307487,0.1306343,0.1309471
1660,0.1328011,0.1337967,0.1324692,0.1334763,0.1339111,0.1340523,0.1344299,0.1324997,0.1332626,0.1358185
1680,0.137558,0.139122,0.1362686,0.1365128,0.1353493,0.1364708,0.1375656,0.1387787,0.1397896,0.1495781
1700,0.1399384,0.1390724,0.1407204,0.1406021,0.1394196,0.1413422,0.1401558,0.1412125,0.1390839,0.1406174
1720,0.1425896,0.1427841,0.1421776,0.1464005,0.1429901,0.1431656,0.1441231,0.1436958,0.1420517,0.144104
1740,0.1483002,0.1466713,0.1460991,0.14674,0.1456566,0.1456299,0.1464539,0.1479874,0.1456909,0.1454353
1760,0.1489029,0.1525307,0.1499214,0.1518364,0.1488266,0.1501884,0.149868,0.1489296,0.1488113,0.1491203
1780,0.1521034,0.1567078,0.1536293,0.1537971,0.1529083,0.1539192,0.1555023,0.153183,0.1526756,0.1537323
1800,0.1577988,0.1568298,0.1565399,0.1558456,0.1567879,0.156662,0.1572075,0.1563606,0.1579628,0.1582031
1820,0.1602135,0.1606712,0.1603165,0.1613655,0.1594963,0.160553,0.1610947,0.1602669,0.1606712,0.1597137
1840,0.1647606,0.1635513,0.1639938,0.1641121,0.1627197,0.1652641,0.1635475,0.1639023,0.1633911,0.1640053
1860,0.1668167,0.1676254,0.1684418,0.167263,0.1663857,0.1671829,0.1680946,0.1685638,0.1676254,0.1683846
1880,0.1696815,0.1738014,0.1704788,0.171608,0.1701584,0.1703262,0.1730194,0.1710205,0.1717987,0.1699982
1900,0.1736374,0.1755676,0.1742706,0.1750946,0.1750565,0.1737442,0.1761169,0.1755981,0.1743546,0.174118
1920,0.1767273,0.1782303,0.1787567,0.1787872,0.178093,0.1767578,0.1780701,0.1805115,0.178566,0.1782303
1940,0.1828079,0.1813431,0.1819763,0.1820679,0.1819839,0.1821747,0.1831665,0.1842804,0.1818619,0.1856384
1960,0.1850433,0.1862259,0.1856995,0.1853409,0.1861191,0.1872559,0.185051,0.1863861,0.1854782,0.1877518
1980,0.1883392,0.1893768,0.1895218,0.1902771,0.1885147,0.1890564,0.1891861,0.1882019,0.1886902,0.1906509
2000,0.1933365,0.192276,0.1933594,0.1922302,0.1940231,0.1925354,0.1924438,0.1931915,0.1936646,0.1930389
2020,0.1977539,0.1953583,0.1966934,0.199501,0.1967163,0.1956863,0.1959457,0.2097397,0.2024307,0.1952896
2040,0.2012253,0.2010727,0.2023544,0.2007751,0.2015839,0.2040634,0.2001266,0.2020187,0.2013321,0.2010956
2060,0.2039032,0.2031021,0.2040176,0.2032852,0.2041855,0.204483,0.2047806,0.2048035,0.2077484,0.2061844
2080,0.2080078,0.2092056,0.2075272,0.2092438,0.2086716,0.2094116,0.2091751,0.2076874,0.2084732,0.2085037
2100,0.2125168,0.211525,0.2133179,0.2135086,0.2136765,0.2124939,0.2117081,0.2125473,0.2117004,0.2136917
2120,0.2160263,0.2155457,0.2170029,0.2154465,0.2173843,0.2173538,0.2170334,0.2173004,0.2160568,0.2162323
2140,0.221489,0.2205658,0.2221527,0.2209396,0.2205505,0.2188339,0.2211685,0.2205505,0.2216339,0.2217255
2160,0.2257843,0.2260971,0.2242889,0.2232285,0.2256851,0.2249603,0.2262726,0.2253418,0.2240601,0.2248688
2180,0.2320557,0.22892,0.2280655,0.2299194,0.2295303,0.2299728,0.2309189,0.2285843,0.2288742,0.2297592
2200,0.2339249,0.2329636,0.2322845,0.2324905,0.2321243,0.2322845,0.2309189,0.233284,0.2320328,0.2321167
2220,0.2375412,0.2378845,0.2357483,0.2359619,0.2368851,0.2371826,0.2365875,0.2363586,0.2372818,0.237854
2240,0.242897,0.2421265,0.2409897,0.2400665,0.2429886,0.2423019,0.2442093,0.2427368,0.2410889,0.2415619
2260,0.2442398,0.2462845,0.2467346,0.2452011,0.2474518,0.248024,0.2498474,0.2459412,0.2461853,0.2460938
2280,0.2543259,0.2518234,0.2490921,0.2517242,0.2542496,0.2619934,0.2505646,0.2500076,0.2509384,0.2516937
2300,0.2551041,0.2544479,0.2549896,0.2580872,0.2545853,0.2526779,0.2540436,0.2590942,0.2550507,0.2547073
2320,0.2614059,0.2596664,0.2596817,0.2617569,0.2596664,0.2602768,0.2602158,0.2571182,0.2597198,0.2586823
2340,0.2617035,0.26474,0.2645645,0.2637329,0.2629318,0.2629929,0.2635193,0.2641907,0.2652969,0.2638474
2360,0.2690582,0.267746,0.2667236,0.2673187,0.2691879,0.2692261,0.2686005,0.2682724,0.269104,0.2676468
2380,0.2727356,0.2721634,0.2759094,0.2734375,0.2713165,0.2742157,0.2721786,0.2730026,0.2733459,0.2707291
2400,0.2769241,0.2760391,0.2768631,0.2765808,0.2781448,0.2764206,0.2781906,0.2758026,0.2760849,0.2769165
2420,0.2829208,0.2810669,0.2814865,0.2811737,0.2826309,0.2815094,0.28125,0.2814484,0.2818909,0.2826385
2440,0.2890778,0.286911,0.286499,0.2856293,0.2865448,0.2850189,0.2844849,0.2853851,0.2850342,0.2860565
2460,0.2913666,0.2896118,0.2910156,0.2916107,0.289917,0.2900848,0.2919159,0.2903748,0.2924194,0.2907867
2480,0.2944946,0.2948303,0.2946014,0.2953033,0.2993469,0.2955933,0.2969513,0.2985077,0.2951355,0.3045197
2500,0.3030701,0.2986603,0.3013458,0.3007813,0.3010559,0.3027191,0.3012848,0.3007965,0.2994385,0.2998962
2520,0.306076,0.3071899,0.3059998,0.3058777,0.3045807,0.3043518,0.3054352,0.3045502,0.3066711,0.3092499
2540,0.3090668,0.3090668,0.3114014,0.3101501,0.3093719,0.3101196,0.3104553,0.3119812,0.309082,0.3083344
2560,0.3141632,0.3173676,0.3147278,0.314743,0.3144531,0.3159637,0.314621,0.3157043,0.3145142,0.3173828
2580,0.3193665,0.3215332,0.319809,0.3207397,0.3201752,0.3182526,0.3188324,0.321167,0.3203278,0.3206482
2600,0.3243408,0.3242493,0.3249664,0.3241272,0.3249359,0.3231964,0.3262024,0.3248901,0.3258362,0.3240204
2620,0.3293457,0.3306885,0.328125,0.3278046,0.328598,0.3295898,0.3291779,0.3304749,0.3291931,0.3290253
2640,0.3351898,0.335144,0.3342133,0.3369141,0.3337555,0.3354492,0.3354645,0.3364563,0.334259,0.3351898
2660,0.3405151,0.3425293,0.3399048,0.3401337,0.3383636,0.3398132,0.3385315,0.3426056,0.3416443,0.3512268
2680,0.3472595,0.3447418,0.3463135,0.3476257,0.3459015,0.3431549,0.3439178,0.3429108,0.3455353,0.3479462
2700,0.3510437,0.3490753,0.3490906,0.3479462,0.3531036,0.349762,0.3522339,0.3485107,0.3488617,0.3523254
2720,0.355896,0.3548889,0.3538971,0.3540497,0.3583221,0.355545,0.3556824,0.3551941,0.3549042,0.3529968
2740,0.3597412,0.3606873,0.3603516,0.3614655,0.3593445,0.3612976,0.361496,0.359375,0.3628998,0.359726
2760,0.3664398,0.3671112,0.3653259,0.3669434,0.364975,0.3643188,0.3649597,0.366333,0.3655548,0.3692627
2780,0.3717804,0.3721924,0.3712311,0.3707428,0.3691406,0.3710632,0.372345,0.3719788,0.372879,0.369278
2800,0.3760681,0.3777313,0.375473,0.3772888,0.3767853,0.3767395,0.3759308,0.3760986,0.3751068,0.3759613
2820,0.3804321,0.3818817,0.3813782,0.3816528,0.3806915,0.3807526,0.3790588,0.3814087,0.3819885,0.3988647
2840,0.3913269,0.3898926,0.3865051,0.3899994,0.3870087,0.38797,0.3858795,0.3851166,0.38591,0.3850555
2860,0.3927155,0.3943024,0.3935852,0.3953857,0.3941956,0.3926392,0.3946686,0.3941193,0.3924561,0.3928375
2880,0.3986359,0.3978577,0.3986969,0.3987274,0.3998871,0.4003906,0.3990784,0.3983307,0.3984222,0.3994446
2900,0.405014,0.4019928,0.4020691,0.4015503,0.4029388,0.4042511,0.4015045,0.402359,0.4026642,0.4069061
2920,0.409317,0.4096222,0.4096985,0.4103546,0.4085541,0.4100189,0.4092865,0.4069519,0.4102325,0.4085846
2940,0.4144745,0.4161224,0.4157257,0.4149628,0.4134979,0.4160614,0.4134064,0.4146881,0.4160461,0.4144287
2960,0.4198151,0.4216461,0.4222565,0.4203491,0.4213867,0.418457,0.4205322,0.4211121,0.4191895,0.4216003
2980,0.425827,0.4267883,0.4249725,0.4261475,0.4264526,0.429718,0.4227448,0.4294739,0.4264526,0.4244232
3000,0.4328156,0.4309692,0.4310913,0.43367,0.435318,0.4320984,0.4316101,0.4295044,0.4316406,0.4293976
3020,0.4390259,0.4375,0.4397125,0.4399261,0.4438019,0.4603577,0.4917603,0.4480438,0.4449005,0.4582825
3040,0.4604645,0.4644928,0.4443512,0.4451447,0.4433594,0.4433746,0.444931,0.4447021,0.4413452,0.4428253
3060,0.44841,0.4467163,0.450592,0.4533844,0.453186,0.4486542,0.4497986,0.4496765,0.4492645,0.4468842
3080,0.4546814,0.4552002,0.4564972,0.4571686,0.4563751,0.4538727,0.4551849,0.4535217,0.4565277,0.4554749
3100,0.5223389,0.5330811,0.5252991,0.5274658,0.5313416,0.5231323,0.5250854,0.5293274,0.5237122,0.5319214
3120,0.5304565,0.542572,0.5325317,0.5279236,0.5401001,0.5291748,0.5304565,0.5396423,0.5335388,0.5321655
3140,0.5374146,0.5380249,0.5432434,0.5361938,0.5376282,0.5423889,0.5413818,0.5360107,0.5429382,0.5356445
3160,0.5403137,0.5473633,0.539032,0.539978,0.5500488,0.5384827,0.5369568,0.5385132,0.5454102,0.5413513
3180,0.5524902,0.5448303,0.5483704,0.5537415,0.5532837,0.5471802,0.546051,0.5448608,0.556488,0.5445557
3200,0.5622864,0.5584717,0.5582581,0.5558167,0.5832825,0.5731201,0.5626526,0.5692139,0.5587158,0.5598145
3220,0.5655212,0.5533447,0.5571899,0.5608826,0.5537415,0.5535889,0.5586243,0.5563965,0.5581665,0.5544739
3240,0.5832825,0.5708008,0.5722351,0.5782471,0.5723572,0.5763245,0.5678406,0.6407471,0.6377258,0.6559448
3260,0.616272,0.5097351,0.5127563,0.5353394,0.5143433,0.5384827,0.5545349,0.5535889,0.5473633,0.5559692
3280,0.5904846,0.600647,0.6505127,0.5841064,0.5527649,0.54953,0.5536804,0.5545959,0.558197,0.5513916
3300,0.5934448,0.602417,0.5861206,0.5853577,0.5974731,0.589447,0.5866089,0.5977478,0.5971375,0.5900269
3320,0.5991211,0.5942078,0.600708,0.5905151,0.5943909,0.59729,0.596405,0.592041,0.5907898,0.6088562
3340,0.599823,0.6062927,0.5958252,0.6005249,0.592926,0.5940857,0.6072998,0.5994873,0.598999,0.5953369
3360,0.6177063,0.6107483,0.6098328,0.6149292,0.6133118,0.6166687,0.6082458,0.62146,0.6099243,0.6081848
3380,0.6119995,0.6121826,0.6152954,0.6087952,0.6053162,0.6109619,0.6037598,0.6135559,0.6057434,0.6099243
3400,0.6211243,0.6126404,0.6155396,0.6230469,0.615448,0.6196899,0.6215515,0.6130676,0.616333,0.6196289
3420,0.6280212,0.6374512,0.6330261,0.6319275,0.6384583,0.6312561,0.6372375,0.6273804,0.6295471,0.6379089
3440,0.6281738,0.6347961,0.6287842,0.6258545,0.6374512,0.6257629,0.6323242,0.6285095,0.6292725,0.6374207
3460,0.6409912,0.6376648,0.6324768,0.6439514,0.6388855,0.6370544,0.6464539,0.6377258,0.6468201,0.635498
3480,0.6492004,0.6431274,0.6420288,0.6496582,0.6403503,0.6447449,0.6490479,0.6390076,0.6418457,0.6462097
3500,0.6545715,0.6599731,0.6560974,0.6504211,0.6573792,0.6529846,0.6529846,0.661499,0.6571655,0.6541748
3520,0.6707153,0.6716309,0.6730042,0.6659851,0.6647339,0.673584,0.6660767,0.6638794,0.6723938,0.6663818
3540,0.6735535,0.6752319,0.6640015,0.6740112,0.6688843,0.6701355,0.6653137,0.6704712,0.6663208,0.6721802
3560,0.6884155,0.6767273,0.673645,0.6845703,0.6703796,0.6820374,0.6723328,0.6784058,0.6734619,0.6748047
3580,0.6979675,0.7088318,0.6895447,0.6936951,0.6846313,0.6865845,0.6941833,0.6826172,0.6916809,0.6882629
3600,0.7021179,0.6890564,0.6998596,0.6902771,0.695343,0.6924744,0.6890564,0.6963196,0.6875305,0.6912231
3620,0.7012634,0.7002258,0.7039185,0.7008972,0.7171936,0.7012024,0.7091064,0.7042847,0.7080383,0.7005615
3640,0.698822,0.7008667,0.7084961,0.6984558,0.7067566,0.6952515,0.7084961,0.6994019,0.6983643,0.7095337
3660,0.7105408,0.7084351,0.7084351,0.7106323,0.7071533,0.7112122,0.709259,0.7094421,0.7176514,0.7049561
3680,0.7247314,0.7173462,0.7176514,0.7227478,0.7177734,0.7224121,0.714386,0.7160645,0.7194214,0.7161865
3700,0.7359009,0.7243652,0.7251587,0.731781,0.7226563,0.7327881,0.7229614,0.7253113,0.7379456,0.7260132
3720,0.7355042,0.7373962,0.7287292,0.7342834,0.7312012,0.7371216,0.7325134,0.7350769,0.7315063,0.7350769
3740,0.7495117,0.7351074,0.7369995,0.7377625,0.7398682,0.7416077,0.7384644,0.7444763,0.7336121,0.7429504
3760,0.7537537,0.7573242,0.752533,0.7604065,0.7521667,0.7554321,0.75,0.7524719,0.7600098,0.7542419
3780,0.7592163,0.7514954,0.7599182,0.7529907,0.7535706,0.7591248,0.7556152,0.7615662,0.7526245,0.7501526
3800,0.7606201,0.7614136,0.7661133,0.7644043,0.7616882,0.7776489,0.7619324,0.769989,0.7609558,0.7702026
3820,0.7695313,0.7741089,0.7653198,0.7762451,0.7662964,0.78125,0.7698669,0.7685547,0.7716675,0.7651367
3840,0.76828,0.7672424,0.7750549,0.765686,0.7631226,0.7723694,0.7656555,0.7681274,0.7675476,0.7680664
3860,0.7914124,0.7810059,0.7905884,0.782959,0.7827148,0.7924805,0.7836304,0.7910767,0.7825317,0.7831421
3880,0.9942017,0.9606934,0.9661865,0.9700317,0.9705811,0.9660034,0.9755859,0.9664307,0.9692383,0.9714355
3900,1.006165,0.9690552,0.9663696,0.9780273,0.9751587,0.9816284,0.9801636,0.9772949,0.9821777,0.9728394
3920,0.9949341,0.9874878,0.9840088,0.9909058,0.986145,0.9935913,0.9896851,0.9811401,1.000183,0.9866943
3940,1.003723,0.9944458,0.9865723,0.9988403,0.9858398,0.987854,0.9870605,0.9923706,1.003235,0.9898682
3960,1.015076,1.000916,1.007874,1.005859,0.9949341,1.010071,1.005249,1.002014,1.001038,1.004333
3980,1.018433,1.00769,1.011292,1.021851,1.023682,1.030151,1.026733,1.024658,1.017395,1.020935
4000,1.049072,1.004822,1.002563,1.004333,1.008667,1.011047,1.008484,1.006042,1.009155,1.005432
4020,1.047852,1.028076,1.029968,1.032349,1.023499,1.030579,1.050049,1.053345,1.041565,1.031677
4040,1.052979,1.033447,1.03833,1.039246,1.036011,1.039917,1.036926,1.040833,1.039978,1.044434
4060,1.053772,1.049622,1.052063,1.043091,1.048035,1.049622,1.045898,1.061523,1.049133,1.048157
4080,1.066589,1.061646,1.057617,1.064941,1.05658,1.055176,1.059021,1.058533,1.059814,1.061035
4100,1.079773,1.060425,1.081421,1.069885,1.064331,1.06842,1.072693,1.077454,1.073059,1.065186
4120,1.131836,1.072998,1.079712,1.070068,1.083618,1.073425,1.074829,1.074463,1.077515,1.077148
4140,1.089417,1.084473,1.087158,1.098633,1.08551,1.092468,1.085876,1.091003,1.082947,1.086487
4160,1.099548,1.089905,1.086975,1.089966,1.091553,1.085449,1.10437,1.089966,1.089722,1.088013
4180,1.114441,1.103149,1.09845,1.11084,1.105347,1.107117,1.101929,1.108826,1.119507,1.106506
4200,1.12262,1.113586,1.108643,1.112854,1.104492,1.112244,1.11377,1.107544,1.105469,1.127075
4220,1.140076,1.122742,1.115845,1.126892,1.120728,1.118286,1.184937,1.123657,1.119751,1.126831
4240,1.142883,1.137695,1.129761,1.283997,1.262451,1.195984,1.226135,1.165466,1.13916,1.133911
4260,1.15332,1.144104,1.144287,1.148254,1.142456,1.145874,1.142883,1.143433,1.146912,1.135803
4280,1.159119,1.143433,1.159241,1.150513,1.153992,1.146973,1.141724,1.150757,1.15625,1.157227
4300,1.171021,1.160706,1.156555,1.169006,1.159729,1.162842,1.16571,1.160034,1.154297,1.16333
4320,1.184509,1.182129,1.171814,1.175842,1.180725,1.167419,1.169373,1.174561,1.174805,1.171082
4340,1.180054,1.175537,1.183594,1.179138,1.171143,1.191589,1.175598,1.179871,1.184814,1.179382
4360,1.202209,1.191284,1.187988,1.203125,1.191162,1.185669,1.19751,1.190552,1.193787,1.191528
4380,1.205872,1.196045,1.195435,1.1922,1.190186,1.202637,1.197327,1.209839,1.199463,1.193665
4400,1.218445,1.201538,1.216003,1.205322,1.205566,1.205688,1.209717,1.206116,1.215942,1.210876
4420,1.219177,1.219055,1.23468,1.211365,1.210938,1.217712,1.217163,1.215759,1.222839,1.236145
4440,1.22052,1.198425,1.20752,1.204834,1.196167,1.202026,1.199219,1.208069,1.201538,1.204895
4460,1.254883,1.250061,1.240234,1.23584,1.235413,1.241272,1.239014,1.238525,1.236145,1.239746
4480,1.260986,1.257263,1.246582,1.247986,1.246521,1.26709,1.251343,1.247986,1.256714,1.24939
4500,1.263184,1.259155,1.256165,1.254883,1.255981,1.259644,1.253906,1.255432,1.253479,1.259155
4520,1.619995,1.555603,1.280579,1.283813,1.264099,1.264343,1.267761,1.268311,1.266052,1.268311
4540,1.278381,1.281006,1.280945,1.27179,1.270874,1.266174,1.270264,1.271912,1.267273,1.278931
